기관명,구,동,요양종별,진료시간(월요일)S,진료시간(월요일)C,진료시간(화요일)S,진료시간(화요일)C,진료시간(수요일)S,진료시간(수요일)C,진료시간(목요일)S,진료시간(목요일)C,진료시간(금요일)S,진료시간(금요일)C,진료시간(토요일)S,진료시간(토요일)C,진료시간(일요일)S,진료시간(일요일)C,진료시간(공휴일)S,진료시간(공휴일)C,경도,위도,전화번호,야간진료여부
네이처요양병원,강남구,세곡동,요양병원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,930.0,1630.0,900.0,1300.0,127.099746059249,37.46641169574969,02-575-5114,False
메디움강남요양병원,강남구,도곡동,요양병원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1300.0,900.0,1300.0,127.032879862602,37.4880439855036,02-573-5737,False
보문효사랑요양병원,성북구,보문동7가,요양병원,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1730.0,900.0,1300.0,900.0,1200.0,930.0,1300.0,127.022723646794,37.5797357433539,02-929-3355,False
은평구보건소,은평구,녹번동,보건소,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,1000.0,1600.0,930.0,1600.0,900.0,1400.0,126.92882350898024,37.602521838789166,02-351-8114,False
강북구보건소,강북구,번동,보건소,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,1000.0,1300.0,1000.0,1600.0,930.0,1830.0,127.03884474673563,37.63214337997896,02-901-7600,True
서초구방배보건지소,서초구,알수 없음,보건지소,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,930.0,1430.0,900.0,1600.0,900.0,1600.0,126.99203710444785,37.489083445122446,02-2155-8151,False
서초보건지소,서초구,서초동,보건지소,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,930.0,1500.0,900.0,1300.0,900.0,1700.0,127.005381592272,37.4904950346372,02-2155-8261,False
의료법인다나의료재단구로다나병원,구로구,개봉동,정신병원,930.0,1730.0,930.0,1730.0,930.0,1730.0,930.0,1730.0,930.0,1730.0,700.0,1000.0,930.0,1630.0,830.0,1230.0,126.85697132267,37.4967256249407,02-2613-8001,False
국립정신건강센터,광진구,중곡동,정신병원,0.0,2400.0,0.0,2400.0,0.0,2400.0,0.0,2400.0,0.0,2400.0,0.0,2400.0,0.0,2400.0,0.0,2400.0,127.08580524081464,37.56513373373313,02-2204-0114,True
서울미르한방병원,노원구,공릉동,한방병원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1600.0,900.0,1600.0,900.0,1600.0,127.070641890379,37.6285094576574,02-949-1075,False
은평포레스트한방병원,은평구,녹번동,한방병원,930.0,2030.0,930.0,2030.0,930.0,2030.0,930.0,2030.0,930.0,2030.0,930.0,1630.0,930.0,1630.0,930.0,1630.0,126.935311316206,37.603517115574,02-6951-2727,True
치유본한방병원,관악구,신림동,한방병원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1500.0,900.0,1500.0,1000.0,1600.0,126.929023376476,37.4823122359729,02-1644-8511,False
자연삶한방병원,서대문구,북가좌동,한방병원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,930.0,1400.0,930.0,1400.0,126.908300545442,37.5728660207973,02-333-7550,False
힘찬큐한방병원,강남구,논현동,한방병원,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,1600.0,900.0,1500.0,930.0,1600.0,127.035366129428,37.5080500239766,02-518-8599,True
리솜한방병원,금천구,시흥동,한방병원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1500.0,1000.0,2000.0,1000.0,1700.0,126.897681476166,37.4588902854241,02-896-0010,True
모아한방병원,노원구,공릉동,한방병원,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,1400.0,900.0,1400.0,900.0,1500.0,127.074941145603,37.6182542034567,02-1533-7585,True
서강정형외과의원,서대문구,홍은동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1400.0,900.0,1400.0,126.929014725311,37.5790712056773,02-306-6119,False
서내과의원,동작구,흑석동,의원,1000.0,1700.0,1000.0,1700.0,1000.0,1700.0,1000.0,1700.0,1000.0,1700.0,930.0,1200.0,900.0,1400.0,900.0,1400.0,126.962183786625,37.5066265781961,02-815-0168,False
서대문연세이비인후과의원,서대문구,충정로2가,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,900.0,1400.0,900.0,1400.0,126.965860900154,37.5661512162168,02-364-9925,True
서대문정형외과의원,서대문구,미근동,의원,930.0,2000.0,930.0,2000.0,930.0,2000.0,930.0,2000.0,930.0,2000.0,930.0,1330.0,900.0,1400.0,900.0,1400.0,126.963771603317,37.5653076216967,02-365-0119,True
서문내과의원,동작구,사당동,의원,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1400.0,1000.0,1500.0,126.978107297965,37.4884520759924,02-599-8418,False
서부성모의원,은평구,불광동,의원,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,900.0,1500.0,900.0,1400.0,1000.0,1500.0,126.932156008786,37.6122935940935,02-385-9730,False
서소아과의원,광진구,자양동,의원,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1300.0,900.0,1300.0,127.079839705938,37.5320868240072,02-444-3106,False
서소아청소년과의원,용산구,이촌동,의원,900.0,1300.0,900.0,1300.0,900.0,1300.0,900.0,1300.0,900.0,1800.0,900.0,1300.0,900.0,1300.0,900.0,1300.0,126.969343240712,37.5209511026518,02-793-9640,False
서영탁내과의원,양천구,목동,의원,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1300.0,830.0,1800.0,830.0,1300.0,900.0,1300.0,900.0,1300.0,126.863053728176,37.5464047208659,02-6346-6163,False
서울ND(엔디)의원,강남구,논현동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,920.0,1400.0,1000.0,1600.0,1000.0,1600.0,127.042287442465,37.5137539900082,02-3443-9920,False
서울WE좋은내과의원,구로구,구로동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1400.0,900.0,1400.0,900.0,1400.0,126.900246298277,37.4825399425928,02-3281-8787,False
서울가정의원,동작구,상도동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1600.0,830.0,1300.0,900.0,1400.0,126.949543551123,37.5076305303451,02-825-6331,True
서울가정의원,광진구,화양동,의원,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1400.0,800.0,1500.0,830.0,1500.0,127.069089678139,37.5431327468547,02-469-8050,False
서울가정의원,중구,신당동,의원,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1300.0,900.0,1300.0,800.0,1500.0,830.0,1500.0,127.019859600329,37.5650266149024,02-2237-5505,False
서울가정의학과의원,성동구,응봉동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1200.0,800.0,1500.0,830.0,1500.0,127.031101472181,37.549909958908,02-2291-2258,False
서울가정의학과의원,마포구,망원동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,800.0,1500.0,830.0,1500.0,126.906319543208,37.5532574372969,02-323-9102,True
서울가정의학과의원,서대문구,홍은동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,1400.0,1930.0,900.0,1830.0,900.0,1300.0,800.0,1500.0,830.0,1500.0,126.94569176914,37.5959199688468,02-395-6323,True
서울가정의학과의원,종로구,무악동,의원,900.0,1830.0,900.0,1830.0,900.0,1300.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,800.0,1500.0,830.0,1500.0,126.960148752178,37.5740826001873,02-722-3490,True
서울가정의학과의원,강북구,미아동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1330.0,800.0,1500.0,830.0,1500.0,127.019672715399,37.6200409447736,02-945-1825,True
서울가정의학과의원,강서구,화곡동,의원,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,800.0,1500.0,830.0,1500.0,126.83780349075084,37.53452026971559,02-2694-7500,False
활짝열린의원,노원구,중계동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1400.0,930.0,1500.0,1130.0,2100.0,127.081910774974,37.6498319921884,02-937-4637,True
서울강남재활의학과의원,강남구,도곡동,의원,930.0,1900.0,930.0,1900.0,930.0,1900.0,1400.0,1900.0,930.0,1900.0,930.0,1400.0,800.0,1500.0,830.0,1500.0,127.052736077626,37.4958391534271,02-573-7573,True
서울건강내과의원,광진구,자양동,의원,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1300.0,800.0,1500.0,830.0,1500.0,127.080749556055,37.5351245601417,02-456-7542,False
서울건우정형외과의원,강동구,강일동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,800.0,1500.0,830.0,1500.0,127.173495116432,37.5574860634693,02-426-9876,False
서울굿모닝내과의원,광진구,자양동,의원,900.0,1800.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,1800.0,900.0,1400.0,900.0,1300.0,900.0,1300.0,127.076200292098,37.5332088120956,02-452-3434,True
서울권앤김내과의원,송파구,잠실동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,830.0,1400.0,900.0,1300.0,900.0,1300.0,127.086211355223,37.5107020036631,02-421-8811,False
서울김내과의원,동작구,상도동,의원,900.0,1800.0,900.0,1800.0,1400.0,2100.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1300.0,900.0,1300.0,126.941562079427,37.5011509657145,02-813-7582,True
서울내과의원,도봉구,창동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,930.0,1400.0,900.0,1830.0,127.035265943337,37.6489950789907,02-905-6119,True
서울내과의원,중랑구,묵동,의원,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1300.0,930.0,1400.0,900.0,1830.0,127.078245490703,37.6118425179795,02-976-7550,True
서울내과의원,영등포구,여의도동,의원,900.0,1830.0,900.0,1830.0,900.0,1800.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,930.0,1400.0,1000.0,1700.0,126.918106683928,37.526537141271,02-780-0151,True
서울넘버원내과의원,도봉구,창동,의원,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1400.0,930.0,1400.0,830.0,1830.0,127.049926290286,37.6545399298261,02-6077-8800,True
365서울늘열린의원,강동구,성내동,의원,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2100.0,900.0,2100.0,900.0,1900.0,127.135215245847,37.5263393754437,02-484-4799,True
서울다나의원,은평구,역촌동,의원,900.0,2030.0,900.0,2030.0,900.0,2030.0,900.0,2030.0,900.0,2030.0,900.0,2030.0,1400.0,2030.0,1400.0,2030.0,126.916211724006,37.6017606041836,02-355-5416,True
서울대방내과의원,동작구,대방동,의원,900.0,2100.0,900.0,1800.0,900.0,1800.0,900.0,2100.0,900.0,1800.0,900.0,1300.0,1000.0,1400.0,930.0,1330.0,126.931753795645,37.5114464461348,02-815-7533,True
서울드림이비인후과의원,송파구,신천동,의원,900.0,1830.0,900.0,1830.0,900.0,1330.0,900.0,1830.0,900.0,1830.0,930.0,1330.0,900.0,1400.0,900.0,1400.0,127.099112358834,37.5157873297768,02-415-9430,True
서울라파의원,광진구,구의동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,1200.0,1600.0,900.0,1400.0,127.088699569935,37.5446217909963,02-457-6110,True
서울류마내과의원,용산구,한강로2가,의원,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1300.0,1000.0,1600.0,1000.0,1600.0,126.968166439864,37.5300046920783,02-2077-1278,False
서울린소아청소년과의원,동대문구,장안동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,930.0,1830.0,127.070154714719,37.572251805454,02-2245-4522,True
서울맥마취통증의학과의원,노원구,상계동,의원,930.0,1700.0,930.0,1700.0,930.0,1700.0,930.0,1700.0,930.0,1700.0,830.0,1200.0,900.0,1800.0,830.0,1200.0,127.061435135164,37.6541794204255,02-934-1119,False
서울메디안의원,강동구,길동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1600.0,900.0,1800.0,900.0,1300.0,127.135411566567,37.5368756321635,02-6285-8275,True
서울메디칼연합의원,중랑구,신내동,의원,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1400.0,900.0,1800.0,900.0,1300.0,127.1097546565,37.616558510099985,02-3421-5154,False
서울메디탑내과의원,양천구,신정동,의원,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,1800.0,800.0,1300.0,900.0,1800.0,900.0,1300.0,126.853714930254,37.5250701869996,02-2603-7582,True
서울메디피아의원,금천구,가산동,의원,830.0,1900.0,830.0,1900.0,830.0,1900.0,830.0,1900.0,830.0,1900.0,800.0,1300.0,900.0,1800.0,900.0,1300.0,126.881862654269,37.4787416385486,02-856-2119,True
서울미래정형외과의원,성북구,종암동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1200.0,1000.0,2200.0,930.0,1830.0,127.03413397999,37.5988253853632,02-953-1414,True
서울박내과의원,강남구,대치동,의원,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1300.0,900.0,1300.0,900.0,1300.0,127.0582990827,37.493053959700006,02-557-9570,False
서울박현경내과의원,송파구,석촌동,의원,830.0,1800.0,830.0,1700.0,830.0,1700.0,830.0,1700.0,830.0,1700.0,830.0,1300.0,900.0,1300.0,900.0,1300.0,127.10834208427296,37.50155299592187,02-6952-0094,False
서울방사선가정의학과의원,은평구,갈현동,의원,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1230.0,900.0,1300.0,900.0,1300.0,126.92000339302746,37.62002420663909,02-355-3505,False
서울배내과의원,강남구,역삼동,의원,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1300.0,900.0,1300.0,900.0,1300.0,127.0360900894,37.5019323393,02-529-3002,False
서울베스트정형외과의원,동대문구,이문동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1500.0,1000.0,1300.0,1000.0,1300.0,127.0594064196,37.59467171210001,02-960-8001,True
서울본내과의원,마포구,서교동,의원,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,800.0,1300.0,900.0,1700.0,900.0,1800.0,126.92097484867006,37.55514617535736,02-3143-2220,True
서울비뇨기과의원,관악구,봉천동,의원,900.0,1830.0,900.0,1930.0,900.0,1830.0,900.0,1830.0,900.0,1930.0,900.0,1400.0,900.0,1600.0,900.0,1600.0,126.9534959421,37.480704569,02-875-8275,True
서울삼성내과의원,용산구,이촌동,의원,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1400.0,900.0,1600.0,830.0,1730.0,126.96985696103728,37.52096410296552,02-793-5588,False
서울삼성내과의원,은평구,구산동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1600.0,830.0,1730.0,126.91088117978865,37.6137900408198,02-353-1011,False
서울삼성내과의원,광진구,자양동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1600.0,830.0,1730.0,127.08324144818098,37.53626105845662,02-455-6254,False
서울삼성내과의원,강서구,염창동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1300.0,900.0,1600.0,830.0,1730.0,126.87525158613,37.54984130977499,02-3663-1177,False
서울삼성내과의원,송파구,잠실동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,900.0,1600.0,830.0,1730.0,127.08076389892288,37.506134156553856,02-415-7588,True
서울삼성내과의원,강동구,암사동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1600.0,830.0,1730.0,127.14037472618136,37.555239764372594,02-441-9114,False
서울삼성내과의원,노원구,상계동,의원,830.0,1800.0,830.0,1800.0,830.0,1300.0,830.0,1800.0,830.0,1800.0,830.0,1300.0,900.0,1600.0,830.0,1730.0,127.05700427818466,37.66658321793944,02-939-2227,False
서울삼성내과의원,영등포구,대림동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1500.0,900.0,1600.0,830.0,1730.0,126.896859600774,37.4932319948827,02-841-7100,False
서울삼성내과의원,동대문구,답십리동,의원,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,830.0,1830.0,800.0,1400.0,900.0,1600.0,830.0,1730.0,127.054926569574,37.5752237850342,02-2243-3338,True
서울삼성소아청소년과의원,금천구,독산동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1600.0,830.0,1730.0,126.897001948519,37.4693591753013,02-892-0932,False
서울삼성수가정의학과의원,중랑구,신내동,의원,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1600.0,830.0,1730.0,127.09558718238542,37.603176771343165,02-493-0075,False
서울삼성의원,송파구,송파동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1600.0,830.0,1730.0,127.11663838947308,37.507293507421814,02-422-7227,False
서울삼성정형외과의원,광진구,중곡동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1400.0,900.0,1600.0,830.0,1730.0,127.080930080374,37.5648016070512,02-498-5505,True
서울삼육오의원,영등포구,영등포동8가,의원,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,126.9051743303,37.5268467809,02-2069-3650,True
서울성모내과의원,은평구,대조동,의원,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1800.0,830.0,1400.0,900.0,2400.0,900.0,2400.0,126.9177107362232,37.61182724380912,02-358-0501,True
서울성모내과의원,서대문구,연희동,의원,830.0,1600.0,830.0,1600.0,830.0,1100.0,830.0,1600.0,830.0,1600.0,830.0,1100.0,900.0,2400.0,900.0,2400.0,126.92991411550476,37.56598543064168,02-3144-2278,True
서울성모비앤피(BNP)의원,서초구,양재동,의원,930.0,2000.0,930.0,1830.0,930.0,1300.0,930.0,1830.0,930.0,1830.0,930.0,1430.0,900.0,2400.0,900.0,2400.0,127.04072431962584,37.47221558736947,02-529-3635,True
서울성모의원,광진구,자양동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1500.0,900.0,1500.0,127.06770983440164,37.54060588462493,02-464-6655,False
서울성모의원,성북구,석관동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1500.0,900.0,1500.0,900.0,1500.0,127.0586612273538,37.6089401692511,02-966-1002,True
서울성모의원,중구,황학동,의원,830.0,1700.0,830.0,1700.0,830.0,1700.0,830.0,1230.0,830.0,1700.0,830.0,1230.0,1200.0,1800.0,900.0,2150.0,127.019746910681,37.5699153468719,02-2294-7585,True
서울성모이비인후과의원,동작구,사당동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1500.0,1000.0,1300.0,1000.0,1300.0,126.9811417326373,37.48808736394858,02-534-8047,True
서울성모이비인후과의원,동대문구,답십리동,의원,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0,1000.0,1300.0,1000.0,1300.0,127.05794530456116,37.574044889355974,02-2212-2662,True
서울성모이비인후과의원,관악구,봉천동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1400.0,1000.0,1300.0,1000.0,1300.0,126.942759661044,37.4825535910402,02-882-6517,True
서울성모정형외과의원,노원구,상계동,의원,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1400.0,1000.0,1300.0,1000.0,1300.0,127.0658404726,37.6642100148,02-952-3456,True
서울성모정형외과의원,동대문구,장안동,의원,900.0,2100.0,900.0,1900.0,900.0,1900.0,900.0,2100.0,900.0,1900.0,900.0,1400.0,1000.0,1300.0,1000.0,1300.0,127.0678838811574,37.57816455772015,02-2213-0099,True
서울성모정형외과의원,서초구,잠원동,의원,900.0,2000.0,900.0,1800.0,900.0,1800.0,900.0,2000.0,900.0,1800.0,900.0,1400.0,1000.0,1300.0,1000.0,1300.0,127.010659840374,37.5128156550848,02-533-9005,True
서울센트럴메디케어의원,강서구,마곡동,의원,730.0,1630.0,730.0,1630.0,730.0,1630.0,730.0,1630.0,730.0,1630.0,730.0,1300.0,1000.0,1800.0,1000.0,1300.0,126.837098401629,37.5619100886907,02-6384-7585,False
서울센트럴이비인후과의원,중구,남대문로5가,의원,830.0,1925.0,830.0,1925.0,830.0,1400.0,830.0,1925.0,830.0,1925.0,945.0,1300.0,1000.0,1800.0,1000.0,1300.0,126.9730750821616,37.558159980723026,02-319-3190,True
서울소아과의원,양천구,신정동,의원,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,1000.0,1800.0,1000.0,1300.0,126.83810081134835,37.51263535495639,02-2682-8994,False
